airport,airport country,airline,Country of Origin
Phnom Penh International Airport (PNH),Cambodia,Air France,France
Phnom Penh International Airport (PNH),Cambodia,China Eastern Airlines,China
Phnom Penh International Airport (PNH),Cambodia,China Southern Airlines,China
Phnom Penh International Airport (PNH),Cambodia,Ethiopian Airlines,Ethiopia
Phnom Penh International Airport (PNH),Cambodia,Qatar Airways,Qatar
Phnom Penh International Airport (PNH),Cambodia,Singapore Airlines,Singapore
Phnom Penh International Airport (PNH),Cambodia,Turkish Airlines,Turkey
Douala International Airport (DLA),Cameroon,Air France,France
Douala International Airport (DLA),Cameroon,Brussels Airlines,Belgium
Douala International Airport (DLA),Cameroon,EgyptAir,Egypt
Douala International Airport (DLA),Cameroon,Ethiopian Airlines,Ethiopia
Douala International Airport (DLA),Cameroon,Turkish Airlines,Turkey
Toronto Pearson International Airport (YYZ),Canada,Air Canada,Canada
Toronto Pearson International Airport (YYZ),Canada,Air China,China
Toronto Pearson International Airport (YYZ),Canada,Air France,France
Toronto Pearson International Airport (YYZ),Canada,Air India,India
Toronto Pearson International Airport (YYZ),Canada,American Airlines,United States
Toronto Pearson International Airport (YYZ),Canada,Austrian Airlines,Austria
Toronto Pearson International Airport (YYZ),Canada,British Airways,United Kingdom
Toronto Pearson International Airport (YYZ),Canada,Brussels Airlines,Belgium
Toronto Pearson International Airport (YYZ),Canada,Cathay,Hong Kong
Toronto Pearson International Airport (YYZ),Canada,China Eastern Airlines,China
Toronto Pearson International Airport (YYZ),Canada,China Southern Airlines,China
Toronto Pearson International Airport (YYZ),Canada,Condor,Germany
Toronto Pearson International Airport (YYZ),Canada,Copa Airlines,Panama
Toronto Pearson International Airport (YYZ),Canada,Delta Air Lines,United States
Toronto Pearson International Airport (YYZ),Canada,Discover Airlines,Germany
Toronto Pearson International Airport (YYZ),Canada,Emirates,United Arab Emirates
Toronto Pearson International Airport (YYZ),Canada,Ethiopian Airlines,Ethiopia
Toronto Pearson International Airport (YYZ),Canada,Etihad,United Arab Emirates
Toronto Pearson International Airport (YYZ),Canada,Hainan Airlines,China
Toronto Pearson International Airport (YYZ),Canada,Iberia,Spain
Toronto Pearson International Airport (YYZ),Canada,JetBlue,United States
Toronto Pearson International Airport (YYZ),Canada,KLM,Netherlands
Toronto Pearson International Airport (YYZ),Canada,Korean Air,South Korea
Toronto Pearson International Airport (YYZ),Canada,LOT Polish Airlines,Poland
Toronto Pearson International Airport (YYZ),Canada,Lufthansa,Germany
Toronto Pearson International Airport (YYZ),Canada,Qatar Airways,Qatar
Toronto Pearson International Airport (YYZ),Canada,Royal Jordanian,Jordan
Toronto Pearson International Airport (YYZ),Canada,Saudia,Saudi Arabia
Toronto Pearson International Airport (YYZ),Canada,Scandinavian Airlines,"Denmark, Norway, Sweden"
Toronto Pearson International Airport (YYZ),Canada,Singapore Airlines,Singapore
Toronto Pearson International Airport (YYZ),Canada,Swiss,Switzerland
Toronto Pearson International Airport (YYZ),Canada,Turkish Airlines,Turkey
Toronto Pearson International Airport (YYZ),Canada,United Airlines,United States
Toronto Pearson International Airport (YYZ),Canada,WestJet,Canada
Nelson Mandela International Airport (RAI),Cape Verde,Air France,France
Nelson Mandela International Airport (RAI),Cape Verde,Condor,Germany
Nelson Mandela International Airport (RAI),Cape Verde,Ethiopian Airlines,Ethiopia
Nelson Mandela International Airport (RAI),Cape Verde,Iberia,Spain
Nelson Mandela International Airport (RAI),Cape Verde,KLM,Netherlands
Nelson Mandela International Airport (RAI),Cape Verde,Lufthansa,Germany
Nelson Mandela International Airport (RAI),Cape Verde,Qatar Airways,Qatar
Nelson Mandela International Airport (RAI),Cape Verde,TAP Air Portugal,Portugal
Nelson Mandela International Airport (RAI),Cape Verde,Transavia France,France
Owen Roberts International Airport (GCM),Cayman Islands,Air Canada,Canada
Owen Roberts International Airport (GCM),Cayman Islands,American Airlines,United States
Owen Roberts International Airport (GCM),Cayman Islands,British Airways,United Kingdom
Owen Roberts International Airport (GCM),Cayman Islands,Delta Air Lines,United States
Owen Roberts International Airport (GCM),Cayman Islands,Discover Airlines,Germany
Owen Roberts International Airport (GCM),Cayman Islands,Qatar Airways,Qatar
Owen Roberts International Airport (GCM),Cayman Islands,United Airlines,United States
Owen Roberts International Airport (GCM),Cayman Islands,WestJet,Canada
Bangui M'Poko International Airport (BGF),Central African Republic,Air France,France
Bangui M'Poko International Airport (BGF),Central African Republic,Ethiopian Airlines,Ethiopia
N'Djamena International Airport (NDJ),Chad,Air France,France
N'Djamena International Airport (NDJ),Chad,EgyptAir,Egypt
N'Djamena International Airport (NDJ),Chad,Ethiopian Airlines,Ethiopia
N'Djamena International Airport (NDJ),Chad,Turkish Airlines,Turkey
Arturo Merino Benítez International Airport (SCL),Chile,Air Canada,Canada
Arturo Merino Benítez International Airport (SCL),Chile,Air France,France
Arturo Merino Benítez International Airport (SCL),Chile,American Airlines,United States
Arturo Merino Benítez International Airport (SCL),Chile,British Airways,United Kingdom
Arturo Merino Benítez International Airport (SCL),Chile,Copa Airlines,Panama
Arturo Merino Benítez International Airport (SCL),Chile,Emirates,United Arab Emirates
Arturo Merino Benítez International Airport (SCL),Chile,Iberia,Spain
Arturo Merino Benítez International Airport (SCL),Chile,KLM,Netherlands
Arturo Merino Benítez International Airport (SCL),Chile,Lufthansa,Germany
Arturo Merino Benítez International Airport (SCL),Chile,Qatar Airways,Qatar
Arturo Merino Benítez International Airport (SCL),Chile,Turkish Airlines,Turkey
Arturo Merino Benítez International Airport (SCL),Chile,United Airlines,United States
Beijing Capital International Airport (PEK),China,Air Canada,Canada
Beijing Capital International Airport (PEK),China,Air China,China
Beijing Capital International Airport (PEK),China,Air France,France
Beijing Capital International Airport (PEK),China,Air India,India
Beijing Capital International Airport (PEK),China,Air Serbia,Serbia
Beijing Capital International Airport (PEK),China,American Airlines,United States
Beijing Capital International Airport (PEK),China,Austrian Airlines,Austria
Beijing Capital International Airport (PEK),China,British Airways,United Kingdom
Beijing Capital International Airport (PEK),China,Cathay,Hong Kong
Beijing Capital International Airport (PEK),China,China Eastern Airlines,China
Beijing Capital International Airport (PEK),China,China Southern Airlines,China
Beijing Capital International Airport (PEK),China,Delta Air Lines,United States
Beijing Capital International Airport (PEK),China,EgyptAir,Egypt
Beijing Capital International Airport (PEK),China,Emirates,United Arab Emirates
Beijing Capital International Airport (PEK),China,Ethiopian Airlines,Ethiopia
Beijing Capital International Airport (PEK),China,Etihad,United Arab Emirates
Beijing Capital International Airport (PEK),China,Finnair,Finland
Beijing Capital International Airport (PEK),China,Hainan Airlines,China
Beijing Capital International Airport (PEK),China,KLM,Netherlands
Beijing Capital International Airport (PEK),China,Korean Air,South Korea
Beijing Capital International Airport (PEK),China,LOT Polish Airlines,Poland
Beijing Capital International Airport (PEK),China,Lufthansa,Germany
Beijing Capital International Airport (PEK),China,Qatar Airways,Qatar
Beijing Capital International Airport (PEK),China,Saudia,Saudi Arabia
Beijing Capital International Airport (PEK),China,Scandinavian Airlines,"Denmark, Norway, Sweden"
Beijing Capital International Airport (PEK),China,Singapore Airlines,Singapore
Beijing Capital International Airport (PEK),China,Swiss,Switzerland
Beijing Capital International Airport (PEK),China,Turkish Airlines,Turkey
Beijing Capital International Airport (PEK),China,United Airlines,United States
El Dorado International Airport (BOG),Colombia,Air Canada,Canada
El Dorado International Airport (BOG),Colombia,Air France,France
El Dorado International Airport (BOG),Colombia,American Airlines,United States
El Dorado International Airport (BOG),Colombia,British Airways,United Kingdom
El Dorado International Airport (BOG),Colombia,Copa Airlines,Panama
El Dorado International Airport (BOG),Colombia,Delta Air Lines,United States
El Dorado International Airport (BOG),Colombia,Emirates,United Arab Emirates
El Dorado International Airport (BOG),Colombia,Iberia,Spain
El Dorado International Airport (BOG),Colombia,JetBlue,United States
El Dorado International Airport (BOG),Colombia,KLM,Netherlands
El Dorado International Airport (BOG),Colombia,Lufthansa,Germany
El Dorado International Airport (BOG),Colombia,Qatar Airways,Qatar
El Dorado International Airport (BOG),Colombia,Saudia,Saudi Arabia
El Dorado International Airport (BOG),Colombia,Turkish Airlines,Turkey
El Dorado International Airport (BOG),Colombia,United Airlines,United States
Prince Said Ibrahim International Airport (HAH),Comoros,Air France,France
Prince Said Ibrahim International Airport (HAH),Comoros,Ethiopian Airlines,Ethiopia
Prince Said Ibrahim International Airport (HAH),Comoros,Kenya Airways,Kenya
Prince Said Ibrahim International Airport (HAH),Comoros,Qatar Airways,Qatar
Prince Said Ibrahim International Airport (HAH),Comoros,Saudia,Saudi Arabia
Prince Said Ibrahim International Airport (HAH),Comoros,Turkish Airlines,Turkey
N'djili Airport (FIH),Congo Democratic Republic of,Air France,France
N'djili Airport (FIH),Congo Democratic Republic of,Brussels Airlines,Belgium
N'djili Airport (FIH),Congo Democratic Republic of,EgyptAir,Egypt
N'djili Airport (FIH),Congo Democratic Republic of,Ethiopian Airlines,Ethiopia
N'djili Airport (FIH),Congo Democratic Republic of,Kenya Airways,Kenya
N'djili Airport (FIH),Congo Democratic Republic of,Qatar Airways,Qatar
N'djili Airport (FIH),Congo Democratic Republic of,Turkish Airlines,Turkey
Maya-Maya Airport (BZV),Congo Republic of,Air France,France
Maya-Maya Airport (BZV),Congo Republic of,Brussels Airlines,Belgium
Maya-Maya Airport (BZV),Congo Republic of,Ethiopian Airlines,Ethiopia
Maya-Maya Airport (BZV),Congo Republic of,Qatar Airways,Qatar
Maya-Maya Airport (BZV),Congo Republic of,Turkish Airlines,Turkey
Juan Santamaría International Airport (SJO),Costa Rica,Air Canada,Canada
Juan Santamaría International Airport (SJO),Costa Rica,Air France,France
Juan Santamaría International Airport (SJO),Costa Rica,American Airlines,United States
Juan Santamaría International Airport (SJO),Costa Rica,British Airways,United Kingdom
Juan Santamaría International Airport (SJO),Costa Rica,Condor,Germany
Juan Santamaría International Airport (SJO),Costa Rica,Copa Airlines,Panama
Juan Santamaría International Airport (SJO),Costa Rica,Delta Air Lines,United States
Juan Santamaría International Airport (SJO),Costa Rica,Iberia,Spain
Juan Santamaría International Airport (SJO),Costa Rica,KLM,Netherlands
Juan Santamaría International Airport (SJO),Costa Rica,Lufthansa,Germany
Juan Santamaría International Airport (SJO),Costa Rica,Qatar Airways,Qatar
Juan Santamaría International Airport (SJO),Costa Rica,United Airlines,United States
Juan Santamaría International Airport (SJO),Costa Rica,WestJet,Canada
Zagreb Airport (ZAG),Croatia,Aegean Airlines,Greece
Zagreb Airport (ZAG),Croatia,Air Canada,Canada
Zagreb Airport (ZAG),Croatia,Air France,France
Zagreb Airport (ZAG),Croatia,Air Serbia,Serbia
Zagreb Airport (ZAG),Croatia,AirBaltic,Latvia
Zagreb Airport (ZAG),Croatia,American Airlines,United States
Zagreb Airport (ZAG),Croatia,Austrian Airlines,Austria
Zagreb Airport (ZAG),Croatia,British Airways,United Kingdom
Zagreb Airport (ZAG),Croatia,Brussels Airlines,Belgium
Zagreb Airport (ZAG),Croatia,Delta Air Lines,United States
Zagreb Airport (ZAG),Croatia,EasyJet,United Kingdom
Zagreb Airport (ZAG),Croatia,EgyptAir,Egypt
Zagreb Airport (ZAG),Croatia,Ethiopian Airlines,Ethiopia
Zagreb Airport (ZAG),Croatia,Eurowings,Germany
Zagreb Airport (ZAG),Croatia,Finnair,Finland
Zagreb Airport (ZAG),Croatia,Iberia,Spain
Zagreb Airport (ZAG),Croatia,KLM,Netherlands
Zagreb Airport (ZAG),Croatia,LOT Polish Airlines,Poland
Zagreb Airport (ZAG),Croatia,Lufthansa,Germany
Zagreb Airport (ZAG),Croatia,Luxair,Luxembourg
Zagreb Airport (ZAG),Croatia,Norwegian Air Shuttle,Norway
Zagreb Airport (ZAG),Croatia,Pegasus Airlines,Turkey
Zagreb Airport (ZAG),Croatia,Qatar Airways,Qatar
Zagreb Airport (ZAG),Croatia,Ryanair,Ireland
Zagreb Airport (ZAG),Croatia,Scandinavian Airlines,"Denmark, Norway, Sweden"
Zagreb Airport (ZAG),Croatia,Swiss,Switzerland
Zagreb Airport (ZAG),Croatia,Transavia France,France
Zagreb Airport (ZAG),Croatia,Turkish Airlines,Turkey
Zagreb Airport (ZAG),Croatia,United Airlines,United States
José Martí International Airport (HAV),Cuba,Air Canada,Canada
José Martí International Airport (HAV),Cuba,Air France,France
José Martí International Airport (HAV),Cuba,British Airways,United Kingdom
José Martí International Airport (HAV),Cuba,Condor,Germany
José Martí International Airport (HAV),Cuba,Iberia,Spain
José Martí International Airport (HAV),Cuba,KLM,Netherlands
José Martí International Airport (HAV),Cuba,Lufthansa,Germany
José Martí International Airport (HAV),Cuba,Qatar Airways,Qatar
José Martí International Airport (HAV),Cuba,TAP Air Portugal,Portugal
José Martí International Airport (HAV),Cuba,Turkish Airlines,Turkey
Curaçao International Airport (CUR),Curacao,KLM,Netherlands
Curaçao International Airport (CUR),Curaçao,Air Canada,Canada
Curaçao International Airport (CUR),Curaçao,Air France,France
Curaçao International Airport (CUR),Curaçao,American Airlines,United States
Curaçao International Airport (CUR),Curaçao,British Airways,United Kingdom
Curaçao International Airport (CUR),Curaçao,Condor,Germany
Curaçao International Airport (CUR),Curaçao,Copa Airlines,Panama
Curaçao International Airport (CUR),Curaçao,Delta Air Lines,United States
Curaçao International Airport (CUR),Curaçao,Iberia,Spain
Curaçao International Airport (CUR),Curaçao,JetBlue,United States
Curaçao International Airport (CUR),Curaçao,KLM,Netherlands
Curaçao International Airport (CUR),Curaçao,Lufthansa,Germany
Curaçao International Airport (CUR),Curaçao,Qatar Airways,Qatar
Curaçao International Airport (CUR),Curaçao,Turkish Airlines,Turkey
Curaçao International Airport (CUR),Curaçao,United Airlines,United States
Larnaca International Airport (LCA),Cyprus,Aegean Airlines,Greece
Larnaca International Airport (LCA),Cyprus,Air Canada,Canada
Larnaca International Airport (LCA),Cyprus,Air France,France
Larnaca International Airport (LCA),Cyprus,Air Serbia,Serbia
Larnaca International Airport (LCA),Cyprus,AirBaltic,Latvia
Larnaca International Airport (LCA),Cyprus,Austrian Airlines,Austria
Larnaca International Airport (LCA),Cyprus,British Airways,United Kingdom
Larnaca International Airport (LCA),Cyprus,EasyJet,United Kingdom
Larnaca International Airport (LCA),Cyprus,EgyptAir,Egypt
Larnaca International Airport (LCA),Cyprus,Ethiopian Airlines,Ethiopia
Larnaca International Airport (LCA),Cyprus,Eurowings,Germany
